ILMN_1762337,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52
ILMN_1704579,272.7235,170.1872,12.87197,-9.910403,56.67587,13.18179,405.9319,-8.026368,247.9373,94.36075,545.9778,-2.963305,134.7008,314.6581,1082.333,91.68285,23.98094,-4.457959,311.8496,2.177447,5.294403,2.049848,210.5107,-3.494238,38.59576,5.789185,-0.368306,-11.87552,224.5782,17.11793,203.5542,346.9859,379.635,115.3357,-5.296768,-5.783917,498.815,9.727054,334.972,18.16913,430.0036,-2.166114,148.3427,-5.014105,116.722,111.9941,5.460639,3.166359,-6.974527,0.9382811,5.680683,3.192841
ILMN_2125869,10.9357,-10.92297,306.5745,266.7949,2865.081,20.9152,2.205569,95.95607,21.78149,-2.382731,28.43192,33500.51,9.537492,40458.79,-1.750428,932.5463,13.37993,-4.464112,4.017906,2.545801,26324.61,-3.540158,4113.622,30561.33,-2.020611,1132.881,-0.8321784,18.37456,7874.481,42.6017,13.48492,1.681758,1.74475,15.48077,5.28776,9.668257,29.94243,12.49755,-0.9286728,-4.930613,170.2837,0.9170793,649.7249,-4.373289,4.801403,8.263883,1.361688,-3.331719,5.478943,-2.5389,-0.5153005,9891.007
